!tags;Name;Level;School;Element;Casting time;Concentration;Ritual;Duration;Components;Classes;!href
no conc,no concentration,no ritual,Warlock*,Wizard*,Air*,level 0,level0,lv0,lvl0;Lightning Lure;0;Evocation;Air;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Cantrips/Lightning Lure.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Aether*,level 0,level0,lv0,lvl0;Mage Hand;0;Conjuration (Creation);Aether;1 action;;;1 minute;V, S;Bard, Warlock, Wizard;#!spells/Cantrips/Mage Hand.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 0,level0,lv0,lvl0;Magic Bolt;0;Evocation;Aether;1 action;;;Instantaneous;V, S;Warlock (Seeker), Wizard;#!spells/Cantrips/Magic Bolt.md
no conc,no concentration,no ritual,Bard*,Cleric*,Druid*,Wizard*,Aether*,level 0,level0,lv0,lvl0;Mending;0;Transmutation;Aether;1 minute;;;Instantaneous / 1 minute;V, S;Bard, Cleric, Druid, Wizard;#!spells/Cantrips/Mending.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 0,level0,lv0,lvl0;Message;0;Transmutation;Darkness;1 action;;;1 round;V, S;Bard, Wizard;#!spells/Cantrips/Message.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 0,level0,lv0,lvl0;Minor Illusion;0;Illusion (Figment);Darkness;1 action;;;1 minute;S;Bard, Warlock, Wizard;#!spells/Cantrips/Minor Illusion.md
no conc,no concentration,no ritual,Druid*, Wizard*,Earth*,level 0,level0,lv0,lvl0;Mold Earth;0;Transmutation;Earth;1 action;;;Instantaneous or 1 hour (see below);S;Druid,  Wizard;#!spells/Cantrips/Mold Earth.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Aether*,level 0,level0,lv0,lvl0;On/Off;0;Transmutation;Aether;1 action;;;Instantaneous;S;Warlock, Wizard;#!spells/Cantrips/On-Off.md
no conc,no concentration,no ritual,Druid*,Warlock*,Wizard*,Darkness*,level 0,level0,lv0,lvl0;Poison Spray;0;Conjuration (Creation);Darkness;1 action;;;Instantaneous;V, S;Druid, Warlock, Wizard;#!spells/Cantrips/Poison Spray.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Aether*,level 0,level0,lv0,lvl0;Prestidigitation;0;Transmutation;Aether;1 action;;;Up to 1 hour;V, S;Bard, Warlock, Wizard;#!spells/Cantrips/Prestidigitation.md
no conc,no concentration,no ritual,Wizard*,Water*,level 0,level0,lv0,lvl0;Ray of Frost;0;Evocation;Water;1 action;;;Instantaneous/1 round;V, S;Warlock (Undying), Warlock (Void), Wizard;#!spells/Cantrips/Ray of Frost.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 0,level0,lv0,lvl0;Shape Water;0;Transmutation;Water;1 action;;;Instantaneous or 1 hour (see below);S;Druid, Wizard;#!spells/Cantrips/Shape Water.md
no conc,no concentration,no ritual,Wizard*,Air*,level 0,level0,lv0,lvl0;Shocking Grasp;0;Evocation;Air;1 action;;;Instantaneous;V, S;Wizard;#!spells/Cantrips/Shocking Grasp.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Darkness*,level 0,level0,lv0,lvl0;Sword Burst;0;Illusion (Shadow);Darkness;1 action;;;Instantaneous;V, S;Warlock, Wizard;#!spells/Cantrips/Sword Burst.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Air*,level 0,level0,lv0,lvl0;Thunderclap;0;Evocation;Air;1 action;;;Instantaneous;S;Bard, Druid, Warlock, Wizard;#!spells/Cantrips/Thunderclap.md
no conc,no concentration,no ritual,Cleric*,Warlock*,Wizard*,Death*,level 0,level0,lv0,lvl0;Toll the Dead;0;Necromancy (Black);Death;1 action;;;Instantaneous;V, S;Cleric, Warlock, Wizard;#!spells/Cantrips/Toll the Dead.md
no ritual,Bard*,Warlock*,Wizard*,Aether*,level 0,level0,lv0,lvl0;True Strike;0;Divination;Aether;1 action;Concentration;;Concentration, up to 1 round;S;Bard, Warlock, Wizard;#!spells/Cantrips/True Strike.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Absorb Elements;1;Abjuration;Aether;1 reaction, which you take when you take acid, cold, ethereal, fire, lightning, shadow or sonic damage;Optional;;1 round / Concentration, up to 2 rounds;S;Druid, Ranger, Wizard;#!spells/Level1/Absorb Elements.md
no conc,no concentration,Ranger*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Alarm;1;Abjuration;Aether;1 minute;;Ritual;8 hours;V, S, F;Ranger, Wizard;#!spells/Level1/Alarm.md
no conc,no concentration,no ritual,Wizard*,Water*,level 1,level1,lv1,lvl1;Arcane Stream;1;Evocation;Water;1 action;;;1 round;V, S, F;Wizard;#!spells/Level1/Arcane Stream.md
no conc,no concentration,no ritual,Ranger*,Paladin*,Wizard*,Air*,level 1,level1,lv1,lvl1;Attract or Repulse Missiles;1;Transmutation;Air;1 action;;;1 round;S;Ranger, Paladin, Wizard;#!spells/Level1/Attract or Repulse Missiles.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 1,level1,lv1,lvl1;Burning Hands;1;Evocation;Fire;1 action;;;Instantaneous;V, S;Cleric (Light), Warlock (Aeonian Flame), Warlock (Fiend), Wizard;#!spells/Level1/Burning Hands.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 1,level1,lv1,lvl1;Catapult;1;Transmutation;Earth;1 action;;;Instantaneous;S;Wizard;#!spells/Level1/Catapult.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Death*,level 1,level1,lv1,lvl1;Cause Fear;1;Enchantment (Compulsion);Death;1 action;;;1 minute;V;Warlock, Wizard;#!spells/Level1/Cause Fear.md
no conc,no concentration,no ritual,Warlock*,Wizard*,Fire*,level 1,level1,lv1,lvl1;Cauterize Wounds;1;Transmutation;Fire;1 action;;;1d6 - 2 rounds;V, S;Warlock, Wizard;#!spells/Level1/Cauterize Wounds.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Chaos Bolt;1;Evocation;Aether;1 action;;;Instantaneous;V, S, M (a kaosite worth at least 25 gp);Wizard;#!spells/Level1/Chaos Bolt.md
no conc,no concentration,no ritual,Bard*,Druid*,Warlock*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Charm Person;1;Enchantment (Charm);Darkness;1 action;;;1 hour;V, S;Bard, Cleric (Trickery), Druid, Paladin (Treachery), Warlock, Wizard;#!spells/Level1/Charm Person.md
no conc,no concentration,no ritual,Wizard*,Light*,level 1,level1,lv1,lvl1;Chromatic Orb;1;Evocation;Light;1 action;;;Instantaneous;V, S, M (a mystic quartz worth at least 50 gp);Wizard;#!spells/Level1/Chromatic Orb.md
no conc,no concentration,no ritual,Wizard*,Light*,level 1,level1,lv1,lvl1;Color Spray;1;Illusion (Pattern);Light;1 action;;;1d4 rounds;V, S, M (a handful of sand or powder, which the spell consumes);Wizard;#!spells/Level1/Color Spray.md
no ritual,Bard*,Warlock*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Comprehend Languages;1;Divination;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Bard, Warlock, Wizard;#!spells/Level1/Comprehend Languages.md
Bard*,Cleric*,Druid*,Paladin*,Ranger*,Sorcerer*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Detect Magic;1;Divination;Aether;1 action;Concentration;Ritual;Concentration, up to 10 minutes;V, S;Bard, Cleric, Cleric (Arcana), Druid, Paladin, Ranger, Sorcerer, Warlock (Seeker), Wizard;#!spells/Level1/Detect Magic.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Disguise Self;1;Illusion (Glamer);Darkness;1 action;;;1 hour;V, S;Bard, Cleric (Trickery), Wizard;#!spells/Level1/Disguise Self.md
no conc,no concentration,no ritual,Bard*,Druid*,Wizard*,Earth*,level 1,level1,lv1,lvl1;Earth Tremor;1;Evocation;Earth;1 action;;;Instantaneous;V, S;Bard, Druid, Wizard;#!spells/Level1/Earth Tremor.md
no ritual,Warlock*,Wizard*,Air*,level 1,level1,lv1,lvl1;Expeditious Retreat;1;Transmutation;Air;1 bonus action;Concentration;;Concentration, up to 10 minutes;V, S;Paladin (Treachery), Warlock, Wizard;#!spells/Level1/Expeditious Retreat.md
no conc,no concentration,no ritual,Wizard*,Death*,level 1,level1,lv1,lvl1;False Life;1;Necromancy (Black);Death;1 action;;;1 minute;V, S, F;Cleric (Death), Cleric (Grave), Warlock (Undying), Wizard;#!spells/Level1/False Life.md
no conc,no concentration,no ritual,Bard*,Wizard*,Air*,level 1,level1,lv1,lvl1;Feather Fall;1;Transmutation;Air;1 reaction;;;1 minute;V, F;Bard, Warlock (Seeker), Wizard;#!spells/Level1/Feather Fall.md
no conc,no concentration,Wizard*,Aether*,level 1,level1,lv1,lvl1;Find Familiar;1;Conjuration (Calling);Aether;1 hour;;Ritual;Instantaneous;V, S, M (10 gp worth of kaosite dust and herbs that must be consumed by fire, plus incense);Wizard;#!spells/Level1/Find Familiar.md
no conc,no concentration,Wizard*,Aether*,level 1,level1,lv1,lvl1;Floating Disk;1;Conjuration (Creation);Aether;1 action;;Ritual;1 hour;V, S, M (a drop of mercury);Wizard;#!spells/Level1/Floating Disk.md
no ritual,Druid*,Ranger*,Wizard*,Air*,level 1,level1,lv1,lvl1;Fog Cloud;1;Conjuration (Creation);Air;1 action;Concentration;;1 hour;V, S;Cleric (Tempest), Druid, Ranger, Warlock (Void), Wizard;#!spells/Level1/Fog Cloud.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 1,level1,lv1,lvl1;Grease;1;Conjuration (Creation);Earth;1 action;;;1 minute;V, S, F;Wizard;#!spells/Level1/Grease.md
Bard*,Cleric*,Druid*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Guiding Hand;1;Divination;Aether;1 minute;Concentration;Ritual;Concentration, up to 8 hours;V, S;Bard, Cleric, Druid, Wizard;#!spells/Level1/Guiding Hand.md
no ritual,Bard*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Hideous Laughter;1;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock (Great Old One), Wizard;#!spells/Level1/Hideous Laughter.md
no conc,no concentration,no ritual,Druid*,Wizard*,Water*,level 1,level1,lv1,lvl1;Ice Knife;1;Conjuration (Creation);Water;1 action;;;Instantaneous;S, F;Druid, Wizard;#!spells/Level1/Ice Knife.md
no conc,no concentration,Bard*,Wizard*,Water*,level 1,level1,lv1,lvl1;Identify;1;Divination;Water;1 minute;;Ritual;Instantaneous;V, S, M (a mystic quartz worth at least 100 gp);Bard, Cleric (Forge), Cleric (Knowledge), Warlock (Seeker), Wizard;#!spells/Level1/Identify.md
no conc,no concentration,Bard*,Warlock*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Illusory Script;1;Illusion (Phantasm);Darkness;1 minute;;Ritual;10 days;S, M (an amethyst-based ink worth at least 10 gp, which the spell consumes);Bard, Warlock, Wizard;#!spells/Level1/Illusory Script.md
no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Infallible Relay;1;Divination;Aether;1 minute;Concentration;;Concentration, up to 10 minutes;V, S, M (a mobile phone);Warlock (Ghost in the Machine), Wizard;#!spells/Level1/Infallible Relay.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Air*,level 1,level1,lv1,lvl1;Jump;1;Transmutation;Air;1 action;;;1 minute;V, S, F;Druid, Ranger, Wizard;#!spells/Level1/Jump.md
no conc,no concentration,no ritual,Bard*,Druid*,Ranger*,Wizard*,Air*,level 1,level1,lv1,lvl1;Longstrider;1;Transmutation;Air;1 action;;;1 hour;V, S, F;Bard, Druid, Ranger, Wizard;#!spells/Level1/Longstrider.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Mage Armor;1;Abjuration;Aether;1 action;;;8 hours;V, S, F;Wizard;#!spells/Level1/Mage Armor.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Magic Missile;1;Evocation;Aether;1 action;;;Instantaneous;V, S;Cleric (Arcana), Wizard;#!spells/Level1/Magic Missile.md
no ritual,Cleric*,Paladin*,Warlock*,Wizard*,Water*,level 1,level1,lv1,lvl1;Protection from Evil or Good;1;Abjuration;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, M (holy/unholy water, depending on target alignment, or powdered silver and iron, which the spell consumes);Cleric, Cleric (Protection), Paladin, Paladin (Devotion), Warlock, Wizard;#!spells/Level1/Protection from Evil or Good.md
no conc,no concentration,no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Puppet;1;Enchantment (Compulsion);Darkness;1 action;;;Instantaneous / 1 round;S;Bard, Warlock, Wizard;#!spells/Level1/Puppet.md
no conc,no concentration,no ritual,Wizard*,Death*,level 1,level1,lv1,lvl1;Ray of Sickness;1;Necromancy (Black);Death;1 action;;;Instantaneous / 1 round;V, S;Cleric (Death), Warlock (Undying), Wizard;#!spells/Level1/Ray of Sickness.md
no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Remote Access;1;Transmutation;Aether;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Cleric (City), Warlock (Ghost in the Machine), Wizard;#!spells/Level1/Remote Access.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Repair Damage;1;Transmutation;Aether;1 action;;;Instantaneous;V, S;Cleric (City), Wizard;#!spells/Level1/Repair Damage.md
no ritual,Warlock*,Wizard*,Water*,level 1,level1,lv1,lvl1;Sense Emotion;1;Divination;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S;Warlock, Wizard;#!spells/Level1/Sense Emotion.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 1,level1,lv1,lvl1;Shield;1;Abjuration;Aether;1 reaction;;;1 round;V, S, F;Wizard;#!spells/Level1/Shield.md
no ritual,Bard*,Wizard*,Light*,level 1,level1,lv1,lvl1;Silent Image;1;Illusion (Figment);Light;1 action;Concentration;;Concentration, up to 10 minute;V, S, F;Bard, Warlock (Archfey), Wizard;#!spells/Level1/Silent Image.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Sleep;1;Enchantment (Compulsion);Darkness;1 action;;;1 minute;V, S, F;Bard, Cleric (Blood), Paladin (Redemption), Warlock (Archfey), Warlock (Void), Wizard;#!spells/Level1/Sleep.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Darkness*,level 1,level1,lv1,lvl1;Snare;1;Transmutation;Darkness;1 minute;;;1 day;V, S, M (25 feet of rope, which the spell consumes);Druid, Ranger, Wizard;#!spells/Level1/Snare.md
no conc,no concentration,Cleric*,Druid*,Warlock*,Wizard*,Death*,level 1,level1,lv1,lvl1;Soil Food and Drink;1;Transmutation;Death;1 action;;Ritual;Instantaneous;V, S;Cleric, Druid, Sorcerer (Darkness Elemental), Warlock, Wizard;#!spells/Level1/Soil Food and Drink.md
no conc,no concentration,no ritual,Bard*,Druid*,Wizard*,Air*,level 1,level1,lv1,lvl1;Thunderwave;1;Evocation;Air;1 action;;;Instantaneous;V, S;Bard, Cleric (Tempest), Druid, Wizard;#!spells/Level1/Thunderwave.md
no conc,no concentration,Bard*,Warlock*,Wizard*,Aether*,level 1,level1,lv1,lvl1;Unseen Servant;1;Conjuration;Aether;1 action;;Ritual;1 hour;V, S, F;Bard, Warlock, Wizard;#!spells/Level1/Unseen Servant.md
no ritual,Warlock*,Wizard*,Air*,level 1,level1,lv1,lvl1;Witch Bolt;1;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Warlock, Wizard;#!spells/Level1/Witch Bolt.md
no conc,no concentration,no ritual,Wizard*,Earth*,level 2,level2,lv2,lvl2;Alter Self;2;Transmutation;Earth;1 action;;;1 hour;V, S;Wizard;#!spells/Level2/Alter Self.md
no ritual,Warlock*,Wizard*,Aether*,level 2,level2,lv2,lvl2;Arcane Hacking;2;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 hour;V, S, M (hacking tools);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level2/Arcane Hacking.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 2,level2,lv2,lvl2;Arcane Lock;2;Abjuration;Aether;1 action;;;Until dispelled;V, S, M (gold dust worth at least 25 gp, which the spell consumes);Wizard;#!spells/Level2/Arcane Lock.md
no conc,no concentration,no ritual,Wizard*,Fire*,level 2,level2,lv2,lvl2;Blazing Burst;2;Evocation;Fire;1 action;;;Instantaneous;V, S, F;Warlock (Fiend), Wizard;#!spells/Level2/Blazing Burst.md
no conc,no concentration,no ritual,Bard*,Cleric*,Wizard*,Death*,level 2,level2,lv2,lvl2;Blindness/Deafness;2;Necromancy (Black);Death;1 action;;;1 minute;V;Bard, Cleric, Cleric (Death), Druid (Spores), Warlock (Great Old One), Warlock (Undying), Warlock (Void), Wizard;#!spells/Level2/Blindness-Deafness.md
no ritual,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Blur;2;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid (Desert), Warlock (Void), Wizard;#!spells/Level2/Blur.md
no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Cloud of Daggers;2;Illusion (Shadow);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock, Wizard;#!spells/Level2/Cloud of Daggers.md
no conc,no concentration,no ritual,Wizard*,Water*,level 2,level2,lv2,lvl2;Cold Nova;2;Evocation;Water;1 action;;;Instantaneous;V, S, F;Warlock (Fiend), Wizard;#!spells/Level2/Cold Nova.md
no conc,no concentration,no ritual,Cleric*,Wizard*,Fire*,level 2,level2,lv2,lvl2;Continual Flame;2;Evocation;Fire;1 action;;;Until dispelled;V, S, M (ruby dust worth 50 gp, which the spell consumes);Cleric, Wizard;#!spells/Level2/Continual Flame.md
no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Crown of Madness;2;Enchantment (Compulsion);Darkness;1 action;Concentration;;Concentration, up to 1 minute;V, S;Bard, Paladin (Oathbreaker), Warlock, Wizard;#!spells/Level2/Crown of Madness.md
no ritual,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Darkness;2;Evocation;Darkness;1 action;Concentration;;Concentration, up to 10 minutes;V, F;Warlock, Wizard, Druid (Subterra), Paladin (Oathbreaker);#!spells/Level2/Darkness.md
no conc,no concentration,no ritual,Druid*,Ranger*,Wizard*,Light*,level 2,level2,lv2,lvl2;Darkvision;2;Transmutation;Light;1 action;;;8 hours;V, S, F;Druid, Ranger, Wizard;#!spells/Level2/Darkvision.md
no conc,no concentration,no ritual,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Deceptive Aura;2;Illusion (Glamer);Darkness;1 action;;;24 hours;V, S, M (a handful of apatite dust, which the spell consumes, and a small square of silk);Cleric (Arcana), Wizard;#!spells/Level2/Deceptive Aura.md
no ritual,Bard*,Wizard*,Aether*,level 2,level2,lv2,lvl2;Detect Thoughts;2;Divination;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Warlock (Great Old One), Wizard;#!spells/Level2/Detect Thoughts.md
no ritual,Warlock*,Wizard*,Aether*,level 2,level2,lv2,lvl2;Digital Phantom;2;Abjuration;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F (an opal worth at least 50 gp);Warlock, Wizard, Warlock (Ghost in the Machine);#!spells/Level2/Digital Phantom.md
no conc,no concentration,no ritual,Wizard*,Aether*,level 2,level2,lv2,lvl2;Dragon's Breath;2;Transmutation;Aether;1 bonus action;Optional;;1 round / Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level2/Dragon's Breath.md
no ritual,Druid*,Wizard*,Earth*,level 2,level2,lv2,lvl2;Dust Devil;2;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, M (a handful of dust/sand/powder, which the spell consumes);Druid, Wizard;#!spells/Level2/Dust Devil.md
no ritual,Druid*,Warlock*,Wizard*,Earth*,level 2,level2,lv2,lvl2;Earthbind;2;Evocation;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S;Druid, Warlock, Wizard;#!spells/Level2/Earthbind.md
no ritual,Druid*,Wizard*,Earth*,level 2,level2,lv2,lvl2;Earthen Grasp;2;Conjuration (Creation);Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid, Wizard;#!spells/Level2/Earthen Grasp.md
no ritual,Wizard*,Aether*,level 2,level2,lv2,lvl2;Enlarge/Reduce;2;Transmutation;Aether;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Wizard;#!spells/Level2/Enlarge-Reduce.md
no ritual,Druid*,Wizard*,Fire*,level 2,level2,lv2,lvl2;Flaming Sphere;2;Conjuration;Fire;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Druid, Wizard, Warlock (Eternal Flame);#!spells/Level2/Flaming Sphere.md
no conc,no concentration,Cleric*,Wizard*,Light*,level 2,level2,lv2,lvl2;Gentle Repose;2;Necromancy (White);Light;1 action;;Ritual;10 days;V, S, M (holy water, which the spell consumes, and one coin placed on each of the corpse's eyes, which must remain there for the duration);Cleric, Druid (Spores), Wizard, Cleric (Grave);#!spells/Level2/Gentle Repose.md
no ritual,Druid*,Wizard*,Air*,level 2,level2,lv2,lvl2;Gust of Wind;2;Evocation;Air;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Cleric (Tempest), Druid, Wizard;#!spells/Level2/Gust of Wind.md
no ritual,Bard*,Cleric*,Druid*,Warlock*,Wizard*,Earth*,level 2,level2,lv2,lvl2;Hold Person;2;Enchantment;Earth;1 action;Concentration;;Concentration, up to 1 minute;V, S, F;Bard, Cleric, Cleric (Obedience), Druid, Druid (Arctic), Druid (Swamp), Warlock, Wizard, Paladin (Vengeance), Paladin (Conquest), Paladin (Redemption);#!spells/Level2/Hold Person.md
no ritual,Bard*,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Invisibility;2;Illusion (Glamer);Darkness;1 action;Concentration;;Concentration, up to 1 hour;V, S, F;Bard, Warlock, Wizard, Druid (Grassland), Paladin (Treachery);#!spells/Level2/Invisibility.md
no conc,no concentration,no ritual,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Khaalt's Acid Arrow;2;Evocation;Darkness;1 action;;;Instantaneous;V, S, F;Druid (Swamp), Warlock (Undying), Wizard;#!spells/Level2/Khaalt's Acid Arrow.md
no conc,no concentration,no ritual,Bard*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Knock;2;Transmutation;Darkness;1 action;;;Instantaneous;V;Bard, Wizard;#!spells/Level2/Knock.md
no ritual,Wizard*,Air*,level 2,level2,lv2,lvl2;Levitate;2;Transmutation;Air;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Wizard, Warlock (Seeker);#!spells/Level2/Levitate.md
no ritual,Bard*,Cleric*,Druid*,Paladin*,Ranger*,Wizard*,Water*,level 2,level2,lv2,lvl2;Locate Object;2;Divination;Water;1 action;Concentration;;Concentration, up to 10 minutes;V, S, F;Bard, Cleric, Druid, Paladin, Ranger, Wizard, Warlock (Seeker);#!spells/Level2/Locate Object.md
no conc,no concentration,Bard*,Wizard*,Aether*,level 2,level2,lv2,lvl2;Magic Mouth;2;Illusion (Glamer);Aether;1 minute;;Ritual;Until dispelled;V, S, M (tanzanite dust worth at least 10 gp, which the spell consumes);Bard, Wizard;#!spells/Level2/Magic Mouth.md
no conc,no concentration,no ritual,Paladin*,Wizard*,Aether*,level 2,level2,lv2,lvl2;Magic Weapon;2;Transmutation;Aether;1 bonus action;;;1 hour;V, S;Paladin, Wizard, Cleric (Arcana), Cleric (War), Cleric (Forge), Cleric (Zeal);#!spells/Level2/Magic Weapon.md
no ritual,Warlock*,Wizard*,Darkness*,level 2,level2,lv2,lvl2;Mind Spike;2;Divination;Darkness;1 action;Concentration;;Concentration, up to 1 hour;S;Warlock, Wizard;#!spells/Level2/Mind Spike.md
